#-----------------------------------------------------------------------
# Metastable states LJ/s fluid; NEMD simualations Elongated Box
#-----------------------------------------------------------------------
# Used in Figures 9 and 10
#-----------------------------------------------------------------------
# T*  rho*  p*	       1/rho*	Z	    (Z-1)/rho	beta*ares	beta*gres
#-----------------------------------------------------------------------
0.650	0.000	0.0000	1.000   -7.438   0.000	-999    -999
0.85	0.720	0.622	1.389	1.017	0.023	-1.705	-1.016
0.85	0.730	0.708	1.370	1.140	0.192	-1.704	-0.878
0.85	0.740	0.806	1.351	1.281	0.380	-1.701	-0.720
0.85	0.750	0.914	1.333	1.434	0.579	-1.696	-0.550
0.85	0.760	1.031	1.316	1.596	0.784	-1.689	-0.368
0.85	0.770	1.162	1.299	1.775	1.007	-1.680	-0.166
0.85	0.780	1.304	1.282	1.967	1.240	-1.669	0.049
0.85	0.790	1.462	1.266	2.177	1.490	-1.655	0.286
0.85	0.800	1.630	1.250	2.397	1.746	-1.639	0.535
# Simulated by NVT monte carlo and finite size analysis (Ailo, July 2023)
0.55    0.005   0.00260   0 0 0 0 0
0.55    0.010   0.00488   0 0 0 0 0
0.55    0.015   0.00682   0 0 0 0 0
0.55    0.020   0.00825   0 0 0 0 0
0.60    0.010   0.005460   0 0 0 0 0
0.60    0.015   0.00777   0 0 0 0 0
0.60    0.020   0.00975   0 0 0 0 0
0.60    0.025   0.0114   0 0 0 0 0
0.60    0.030   0.0127   0 0 0 0 0
